State,Zip,Zip3,Weeks Since First Purchase,Weeks Since Last Purchase,Book Purchase ($),Nonbook Purchase($),Total Purchase ($),No. of Purchases,No. of Childbook Purchases,No. of Youthbook Purchases,No. of Cookbook Purchases,No. of Do It Purchases,No. of Referncebook Purchases,No. of Artbook Purchases,No. of Geographybook Purchases,Response,
NY,10002,100,27,5,66,269,335,5,0,0,2,0,0,1,2,Yes,Chosen
NY,11762,117,21,5,64,269,333,5,0,0,2,0,1,1,1,No,Chosen
NJ,7036,70,17,5,52,270,322,5,3,0,1,1,0,0,0,No,Chosen
NJ,7087,70,23,5,57,263,320,5,2,0,2,0,0,0,1,No,Chosen
PA,19335,193,33,5,55,261,316,5,1,1,0,1,2,0,0,No,Chosen
NJ,7726,77,15,5,61,248,309,5,0,1,0,1,1,0,2,No,Chosen
NJ,7083,70,23,5,61,245,306,5,1,1,0,1,1,0,1,Yes,Chosen
NY,11788,117,19,5,56,246,302,5,1,0,3,0,0,1,0,No,Chosen
NJ,7009,70,31,5,53,246,299,5,1,2,1,1,0,0,0,Yes,Chosen
NJ,8857,88,23,5,62,235,297,5,1,0,0,0,2,1,1,Yes,Chosen
PA,16662,166,25,5,63,232,295,5,0,1,0,1,0,0,3,No,Chosen
NY,12754,127,27,5,57,233,290,5,3,0,0,0,1,0,1,No,Chosen
MA,2136,21,15,5,54,235,289,5,5,0,0,0,0,0,0,No,Chosen
NY,10536,105,27,5,58,229,287,5,2,0,1,1,0,0,1,No,Chosen
NY,10950,109,31,5,57,226,283,5,2,1,0,0,1,1,0,No,Chosen
NY,12550,125,33,5,57,222,279,5,0,1,2,1,1,0,0,No,Chosen
PA,19020,190,29,5,56,221,277,5,1,1,2,0,0,0,1,No,Chosen
NJ,7662,76,19,5,65,212,277,5,0,1,0,1,1,1,1,No,Chosen
NY,10028,100,29,5,56,221,277,5,1,1,1,0,0,0,2,No,Chosen
MD,21030,210,19,5,64,207,271,5,2,0,0,0,0,1,2,Yes,Chosen
NJ,8109,81,31,5,62,201,263,5,0,1,0,1,0,1,2,No,Chosen
MA,2540,25,25,5,53,208,261,5,1,0,4,0,0,0,0,No,Chosen
NJ,8098,80,21,5,59,185,244,5,2,1,0,0,0,1,1,Yes,Chosen
NJ,8807,88,23,5,52,192,244,5,3,1,0,0,1,0,0,No,Chosen
MA,1007,10,19,5,60,179,239,5,2,0,1,0,0,1,1,No,Chosen
NH,3275,32,19,5,62,174,236,5,0,0,2,1,1,0,1,No,Chosen
NH,3870,38,27,5,57,178,235,5,2,1,0,1,0,0,1,No,Chosen
NY,11590,115,15,5,61,171,232,5,0,1,2,0,0,1,1,No,Chosen
PA,19003,190,33,5,54,178,232,5,1,2,0,2,0,0,0,No,Chosen
NY,10003,100,21,5,58,174,232,5,1,0,2,1,0,0,1,No,Chosen
PA,17110,171,27,5,52,179,231,5,2,1,2,0,0,0,0,No,Chosen
PA,19020,190,33,5,60,169,229,5,1,1,1,0,1,0,1,No,Chosen
PA,19126,191,23,5,58,168,226,5,0,1,1,2,0,1,0,No,Chosen
NY,14865,148,21,5,55,166,221,5,3,0,0,1,0,1,0,No,Chosen
NJ,7936,79,19,5,54,163,217,5,5,0,0,0,0,0,0,No,Chosen
PA,19333,193,31,5,61,146,207,5,1,0,1,1,1,1,0,No,Chosen
MA,1077,10,25,5,59,142,201,5,1,0,2,0,0,2,0,No,Chosen
NY,11360,113,27,5,56,141,197,5,4,0,1,0,0,0,0,No,Chosen
NY,10128,101,23,5,57,136,193,5,1,0,2,0,2,0,0,No,Chosen
MD,21206,212,19,5,60,131,191,5,2,0,0,1,1,0,1,No,Chosen
PA,19067,190,15,5,61,128,189,5,2,0,1,0,0,0,2,No,Chosen
PA,19118,191,25,5,57,131,188,5,0,1,1,1,2,0,0,No,Chosen
NJ,7675,76,17,5,59,118,177,5,2,1,0,0,0,1,1,No,Chosen
DC,20016,200,17,5,56,120,176,5,1,1,2,0,0,0,1,No,Chosen
NJ,7675,76,35,5,57,114,171,5,2,0,2,0,0,0,1,No,Chosen
MA,2339,23,23,5,58,112,170,5,2,1,0,0,1,0,1,No,Chosen
NJ,7006,70,15,5,53,117,170,5,4,0,0,0,0,0,1,No,Chosen
NY,11421,114,15,5,56,113,169,5,2,1,1,0,0,0,1,No,Chosen
NY,13827,138,23,5,54,114,168,5,2,0,2,1,0,0,0,No,Chosen
PA,15001,150,21,5,58,104,162,5,0,1,3,0,0,0,1,No,Chosen
NY,11961,119,17,5,53,109,162,5,3,0,1,0,1,0,0,No,Chosen
PA,19111,191,29,5,60,102,162,5,2,0,1,0,0,1,1,No,Chosen
NY,11234,112,29,5,61,100,161,5,1,0,2,0,0,0,2,No,Chosen
NJ,8804,88,21,5,58,102,160,5,0,0,3,1,1,0,0,No,Chosen
NJ,7044,70,15,5,58,98,156,5,1,0,2,0,1,1,0,No,Chosen
CT,6226,62,33,5,62,94,156,5,0,1,2,0,0,0,2,No,Chosen
NY,11020,110,33,5,61,94,155,5,0,0,1,3,0,0,1,No,Chosen
NY,10576,105,29,5,60,86,146,5,0,0,3,0,1,1,0,No,Chosen
NY,11566,115,27,5,52,93,145,5,1,2,2,0,0,0,0,No,Chosen
NJ,7003,70,29,5,53,91,144,5,1,1,1,2,0,0,0,No,Chosen
PA,19010,190,27,5,55,81,136,5,1,1,2,0,0,1,0,Yes,Chosen
MA,2169,21,31,5,57,74,131,5,2,0,2,0,0,0,1,No,Chosen
PA,15217,152,15,5,54,76,130,5,3,0,1,0,0,1,0,No,Chosen
PA,19055,190,31,5,58,70,128,5,0,1,1,2,0,1,0,No,Chosen
NJ,7751,77,29,5,58,59,117,5,1,0,1,1,0,0,2,No,Chosen
PA,15102,151,27,5,65,51,116,5,1,0,0,1,1,1,1,Yes,Chosen
VT,5301,53,17,5,54,55,109,5,2,1,1,0,1,0,0,No,Chosen
NY,14170,141,31,5,62,42,104,5,1,0,1,1,1,0,1,No,Chosen
MD,20904,209,25,5,61,40,101,5,0,0,2,2,0,0,1,No,Chosen
NJ,8029,80,27,5,56,40,96,5,1,4,0,0,0,0,0,No,Chosen
MD,20603,206,33,5,63,30,93,5,0,0,1,1,0,2,1,No,Chosen
MA,1876,18,27,5,61,32,93,5,2,0,1,0,0,0,2,Yes,Chosen
CT,6477,64,31,5,57,26,83,5,2,1,0,1,0,0,1,No,Chosen
PA,19145,191,33,5,58,22,80,5,1,1,0,0,1,0,2,No,Chosen
NY,10509,105,17,5,47,311,358,4,1,0,1,0,0,1,1,No,Chosen
MD,21122,211,27,5,46,311,357,4,2,1,0,0,0,0,1,No,Chosen
DC,20007,200,17,5,49,308,357,4,1,0,0,0,1,1,1,No,Chosen
NY,14020,140,21,5,44,309,353,4,1,1,1,1,0,0,0,No,Chosen
NY,12953,129,23,5,52,298,350,4,1,0,1,0,0,1,1,No,Chosen
PA,19320,193,21,5,45,303,348,4,2,0,1,0,1,0,0,No,Chosen
PA,15234,152,25,5,50,290,340,4,0,0,2,1,0,0,1,No,Chosen
VT,5661,56,23,5,50,287,337,4,0,1,0,0,1,1,1,Yes,Chosen
CT,6804,68,23,5,46,291,337,4,1,0,0,1,1,1,0,No,Chosen
PA,18064,180,15,5,47,281,328,4,0,1,2,0,0,1,0,No,Chosen
PA,19151,191,25,5,48,279,327,4,1,0,0,0,1,2,0,Yes,Chosen
MD,20714,207,21,5,41,276,317,4,3,0,1,0,0,0,0,No,Chosen
NY,14624,146,15,5,48,263,311,4,1,0,0,1,0,0,2,No,Chosen
PA,18042,180,21,5,50,261,311,4,0,0,1,1,0,1,1,No,Chosen
PA,19148,191,17,5,53,256,309,4,0,0,0,1,0,2,1,Yes,Chosen
MD,21071,210,19,5,50,258,308,4,1,0,1,1,0,0,1,Yes,Chosen
NY,11730,117,27,5,50,255,305,4,0,1,1,0,1,0,1,Yes,Chosen
NJ,7860,78,19,5,46,257,303,4,1,0,0,1,1,1,0,No,Chosen
NY,11230,112,15,5,47,252,299,4,1,0,1,1,0,0,1,No,Chosen
MD,21144,211,13,5,49,242,291,4,0,1,1,1,0,0,1,No,Chosen
NY,10977,109,27,5,50,233,283,4,1,0,0,0,0,2,1,No,Chosen
PA,19064,190,15,5,44,237,281,4,0,2,2,0,0,0,0,No,Chosen
NY,10804,108,13,5,48,233,281,4,1,0,0,1,0,0,2,No,Chosen
MD,21117,211,23,5,47,234,281,4,1,0,1,0,0,0,2,Yes,Chosen
CT,6074,60,19,5,51,227,278,4,0,0,0,2,1,1,0,No,Chosen
NY,10901,109,27,5,46,229,275,4,1,0,0,2,1,0,0,No,Chosen
NY,11365,113,25,5,45,229,274,4,1,0,1,0,1,1,0,No,Chosen
CT,6160,61,15,5,48,220,268,4,0,0,2,1,1,0,0,No,Chosen
MD,20910,209,13,5,48,220,268,4,1,1,1,0,0,0,1,No,Chosen
NJ,8512,85,17,5,42,220,262,4,2,1,1,0,0,0,0,No,Chosen
NJ,7739,77,23,5,48,204,252,4,0,0,1,1,2,0,0,No,Chosen
NJ,8055,80,25,5,49,200,249,4,0,0,1,1,0,1,1,No,Chosen
NY,11361,113,23,5,43,205,248,4,2,0,2,0,0,0,0,No,Chosen
CT,6416,64,23,5,50,197,247,4,0,1,3,0,0,0,0,No,Chosen
CT,6053,60,15,5,46,196,242,4,1,1,1,0,1,0,0,No,Chosen
NJ,7644,76,29,5,44,196,240,4,1,1,0,0,1,0,1,No,Chosen
CT,6492,64,15,5,56,181,237,4,0,0,1,0,0,3,0,Yes,Chosen
NY,11223,112,21,5,42,192,234,4,2,1,1,0,0,0,0,No,Chosen
NJ,8012,80,27,5,44,186,230,4,1,1,1,1,0,0,0,No,Chosen
NY,11793,117,25,5,47,181,228,4,1,0,2,0,0,0,1,No,Chosen
PA,19312,193,23,5,44,183,227,4,2,0,1,1,0,0,0,No,Chosen
NY,11518,115,25,5,46,181,227,4,0,0,3,1,0,0,0,No,Chosen
PA,18350,183,15,5,50,173,223,4,1,0,3,0,0,0,0,No,Chosen
NY,11369,113,21,5,41,177,218,4,3,0,1,0,0,0,0,No,Chosen
NY,11754,117,25,5,51,167,218,4,0,0,1,0,1,0,2,No,Chosen
PA,19143,191,25,5,47,168,215,4,2,0,0,1,0,1,0,No,Chosen
MA,2330,23,25,5,45,169,214,4,2,0,1,0,1,0,0,Yes,Chosen
NJ,7035,70,27,5,44,167,211,4,1,0,2,1,0,0,0,No,Chosen
MD,21209,212,23,5,50,159,209,4,0,0,4,0,0,0,0,No,Chosen
MA,2062,20,23,5,49,157,206,4,0,2,0,0,1,1,0,No,Chosen
NJ,7825,78,17,5,49,156,205,4,1,0,0,0,1,0,2,No,Chosen
MD,20905,209,19,5,46,158,204,4,0,1,1,0,2,0,0,No,Chosen
NY,14215,142,23,5,42,152,194,4,2,1,1,0,0,0,0,No,Chosen
NJ,7731,77,23,5,47,145,192,4,1,0,1,0,0,0,2,No,Chosen
MA,1342,13,17,5,45,141,186,4,1,0,1,0,2,0,0,No,Chosen
NY,11572,115,15,5,48,135,183,4,0,1,0,1,0,2,0,No,Chosen
NY,11590,115,15,5,46,133,179,4,2,0,1,0,0,1,0,No,Chosen
NY,12590,125,27,5,49,129,178,4,2,0,0,0,1,0,1,No,Chosen
PA,18977,189,19,5,48,127,175,4,0,0,3,0,0,1,0,No,Chosen
MD,21136,211,23,5,47,123,170,4,0,1,2,0,0,1,0,No,Chosen
NY,11697,116,19,5,48,120,168,4,2,0,0,0,1,1,0,No,Chosen
CT,6611,66,19,5,48,115,163,4,0,0,1,1,1,1,0,No,Chosen
MD,20735,207,27,5,44,118,162,4,2,0,1,1,0,0,0,No,Chosen
PA,19380,193,27,5,52,102,154,4,0,0,2,0,0,1,1,No,Chosen
PA,17013,170,21,5,46,106,152,4,1,0,1,0,0,2,0,No,Chosen
CT,6032,60,23,5,48,103,151,4,1,0,1,1,0,0,1,No,Chosen
NY,12901,129,25,5,45,106,151,4,1,0,1,0,1,1,0,No,Chosen
NY,12144,121,19,5,47,101,148,4,0,1,1,0,0,2,0,Yes,Chosen
PA,19015,190,15,5,50,98,148,4,1,0,3,0,0,0,0,No,Chosen
NY,10566,105,17,5,47,100,147,4,0,0,3,0,1,0,0,No,Chosen
CT,6001,60,23,5,48,94,142,4,0,0,1,2,1,0,0,No,Chosen
CT,6320,63,17,5,44,93,137,4,2,1,0,0,1,0,0,No,Chosen
PA,15237,152,21,5,51,85,136,4,0,0,2,0,1,0,1,Yes,Chosen
PA,19454,194,17,5,42,91,133,4,1,1,2,0,0,0,0,No,Chosen
CT,6853,68,19,5,53,79,132,4,1,0,0,1,0,1,1,No,Chosen
PA,19333,193,15,5,47,81,128,4,1,0,2,0,0,0,1,No,Chosen
NH,3273,32,19,5,49,75,124,4,0,0,3,0,0,0,1,No,Chosen
NJ,7032,70,25,5,46,74,120,4,2,0,1,0,0,1,0,No,Chosen
NJ,8757,87,17,5,58,48,106,4,0,0,1,0,0,0,3,No,Chosen
NJ,7032,70,17,5,44,60,104,4,2,0,1,1,0,0,0,No,Chosen
DE,19703,197,17,5,54,48,102,4,0,0,0,1,1,1,1,No,Chosen
NY,10025,100,19,5,50,50,100,4,2,0,0,0,0,1,1,No,Chosen
CT,6851,68,21,5,48,50,98,4,0,1,1,1,0,0,1,No,Chosen
NY,11414,114,19,5,50,41,91,4,0,0,2,0,1,1,0,No,Chosen
NJ,8034,80,23,5,44,47,91,4,1,0,1,2,0,0,0,No,Chosen
NY,14224,142,15,5,50,40,90,4,0,1,0,1,1,0,1,Yes,Chosen
NJ,8753,87,13,5,46,39,85,4,1,0,1,0,0,2,0,Yes,Chosen
DE,19711,197,27,5,47,33,80,4,2,0,1,0,0,0,1,No,Chosen
NJ,7960,79,23,5,48,31,79,4,0,1,2,0,0,0,1,No,Chosen
PA,18612,186,27,5,50,22,72,4,1,0,0,0,0,1,2,No,Chosen
NJ,7102,71,19,5,42,25,67,4,1,1,1,0,0,0,1,No,Chosen
PA,18966,189,17,5,46,17,63,4,2,0,0,1,1,0,0,No,Chosen
CT,6351,63,13,5,50,11,61,4,1,0,3,0,0,0,0,No,Chosen
NY,10016,100,21,5,47,13,60,4,1,0,2,0,0,0,1,No,Chosen
NY,14618,146,15,5,32,312,344,3,1,2,0,0,0,0,0,No,Chosen
NY,10598,105,15,5,36,306,342,3,1,0,1,1,0,0,0,No,Chosen
MA,2559,25,11,5,36,304,340,3,2,0,0,0,0,1,0,No,Chosen
NY,10128,101,21,5,35,300,335,3,1,0,0,0,2,0,0,No,Chosen
MA,1843,18,15,5,40,294,334,3,0,1,0,1,0,0,1,Yes,Chosen
NY,11235,112,17,5,39,295,334,3,0,0,1,0,1,0,1,No,Chosen
NY,11361,113,17,5,36,296,332,3,1,0,1,0,0,1,0,No,Chosen
NY,11429,114,21,5,37,284,321,3,0,1,0,1,0,1,0,Yes,Chosen
NJ,8540,85,21,5,34,282,316,3,0,1,1,0,0,0,1,No,Chosen
CT,6478,64,21,5,37,279,316,3,1,0,0,0,0,0,2,Yes,Chosen
NY,11218,112,13,5,40,275,315,3,1,0,0,1,0,0,1,No,Chosen
PA,18104,181,11,5,39,271,310,3,0,0,1,0,0,0,2,Yes,Chosen
CT,6043,60,19,5,38,267,305,3,0,1,1,0,0,0,1,No,Chosen
NJ,7090,70,15,5,35,267,302,3,1,0,1,0,1,0,0,No,Chosen
NJ,7885,78,19,5,36,265,301,3,1,0,0,0,0,1,1,No,Chosen
PA,19468,194,19,5,37,261,298,3,2,0,0,0,0,0,1,No,Chosen
CT,6831,68,15,5,42,247,289,3,0,0,0,0,0,1,2,No,Chosen
NJ,8721,87,17,5,37,251,288,3,0,0,2,0,1,0,0,No,Chosen
NJ,7470,74,21,5,39,248,287,3,0,1,1,0,0,0,1,No,Chosen
ME,4901,49,15,5,37,248,285,3,1,0,0,0,0,0,2,No,Chosen
NJ,8057,80,13,5,33,244,277,3,1,1,1,0,0,0,0,No,Chosen
NY,11570,115,11,5,41,235,276,3,0,0,0,0,0,3,0,Yes,Chosen
PA,18470,184,11,5,36,239,275,3,0,2,0,0,1,0,0,No,Chosen
PA,19114,191,23,5,41,227,268,3,0,0,0,1,1,0,1,Yes,Chosen
PA,15227,152,15,5,37,231,268,3,0,0,2,0,1,0,0,No,Chosen
PA,19114,191,23,5,40,223,263,3,0,0,1,1,0,0,1,No,Chosen
NJ,8610,86,17,5,33,230,263,3,1,0,2,0,0,0,0,No,Chosen
NH,3894,38,19,5,36,222,258,3,1,0,1,0,0,1,0,No,Chosen
MD,21093,210,15,5,33,225,258,3,1,1,1,0,0,0,0,No,Chosen
NJ,7076,70,13,5,37,219,256,3,1,0,0,0,0,0,2,Yes,Chosen
MD,21146,211,13,5,38,217,255,3,0,0,1,0,0,1,1,No,Chosen
RI,2860,28,17,5,40,212,252,3,1,0,0,1,0,0,1,No,Chosen
MA,2154,21,19,5,36,213,249,3,2,0,0,0,0,1,0,No,Chosen
NY,12549,125,15,5,40,208,248,3,0,1,0,1,0,0,1,No,Chosen
NY,10465,104,19,5,38,202,240,3,0,1,1,0,0,0,1,No,Chosen
PA,19111,191,11,5,37,202,239,3,1,1,0,0,0,1,0,No,Chosen
PA,17754,177,19,5,35,194,229,3,1,1,0,1,0,0,0,No,Chosen
NY,11356,113,11,5,36,189,225,3,0,0,1,1,0,0,1,No,Chosen
NY,14534,145,15,5,34,190,224,3,0,1,1,0,0,1,0,No,Chosen
NJ,7430,74,19,5,38,176,214,3,0,1,1,0,0,0,1,No,Chosen
NJ,7106,71,21,5,38,173,211,3,0,0,2,0,0,1,0,No,Chosen
NJ,7003,70,17,5,40,171,211,3,0,0,0,2,0,0,1,No,Chosen
NY,10010,100,21,5,34,171,205,3,1,1,1,0,0,0,0,No,Chosen
NY,11768,117,19,5,36,166,202,3,1,0,0,0,0,1,1,Yes,Chosen
NY,11365,113,17,5,38,163,201,3,0,1,1,0,0,0,1,No,Chosen
NY,11575,115,17,5,35,165,200,3,1,1,0,1,0,0,0,No,Chosen
NJ,7631,76,19,5,43,154,197,3,0,0,0,0,0,0,3,No,Chosen
ME,4037,40,19,5,34,163,197,3,0,1,2,0,0,0,0,No,Chosen
NY,12601,126,19,5,34,162,196,3,1,0,0,1,1,0,0,No,Chosen
NY,11203,112,17,5,37,159,196,3,2,0,0,0,0,0,1,No,Chosen
PA,19061,190,19,5,40,145,185,3,0,0,0,0,1,2,0,No,Chosen
NY,14224,142,17,5,40,143,183,3,0,0,0,0,1,2,0,Yes,Chosen
NY,10308,103,19,5,32,145,177,3,2,1,0,0,0,0,0,No,Chosen
MD,20906,209,13,5,37,139,176,3,0,0,2,0,1,0,0,No,Chosen
NY,11563,115,15,5,35,140,175,3,0,0,3,0,0,0,0,No,Chosen
PA,19056,190,21,5,39,134,173,3,0,0,1,1,0,0,1,No,Chosen
NJ,7424,74,21,5,35,133,168,3,0,0,3,0,0,0,0,Yes,Chosen
NJ,8857,88,15,5,33,134,167,3,2,0,1,0,0,0,0,No,Chosen
NJ,8043,80,19,5,39,127,166,3,0,0,1,0,0,0,2,No,Chosen
MA,2136,21,17,5,35,126,161,3,0,1,0,1,0,0,1,No,Chosen
NJ,7621,76,19,5,38,116,154,3,0,0,2,0,0,1,0,No,Chosen
NJ,8822,88,11,5,36,112,148,3,0,0,2,1,0,0,0,No,Chosen
NJ,7719,77,17,5,34,113,147,3,1,0,1,1,0,0,0,No,Chosen
NY,11208,112,11,5,34,111,145,3,2,0,0,1,0,0,0,Yes,Chosen
NY,11572,115,15,5,33,104,137,3,1,0,1,0,1,0,0,No,Chosen
NJ,8087,80,17,5,36,96,132,3,0,0,1,1,0,0,1,No,Chosen
PA,19087,190,17,5,38,90,128,3,1,0,1,0,0,1,0,No,Chosen
NY,11751,117,21,5,42,80,122,3,1,0,0,0,0,1,1,No,Chosen
NY,14305,143,17,5,32,85,117,3,1,1,1,0,0,0,0,Yes,Chosen
MD,21225,212,17,5,41,75,116,3,1,0,0,0,1,0,1,No,Chosen
NJ,7030,70,19,5,37,73,110,3,0,0,2,0,1,0,0,No,Chosen
NY,11010,110,15,5,42,67,109,3,0,0,0,0,0,1,2,No,Chosen
MD,21014,210,13,5,38,71,109,3,0,1,0,0,0,0,2,Yes,Chosen
NJ,8759,87,15,5,39,62,101,3,0,0,0,2,0,1,0,No,Chosen
NJ,7843,78,19,5,36,64,100,3,0,0,2,1,0,0,0,No,Chosen
MA,2190,21,17,5,38,49,87,3,0,0,1,1,1,0,0,No,Chosen
NJ,7442,74,13,5,42,44,86,3,0,0,0,0,0,2,1,Yes,Chosen
NY,10573,105,19,5,33,49,82,3,1,1,1,0,0,0,0,No,Chosen
NY,11417,114,23,5,33,47,80,3,1,0,1,1,0,0,0,No,Chosen
MD,20772,207,17,5,38,33,71,3,1,0,1,0,0,1,0,Yes,Chosen
NJ,7110,71,15,5,35,29,64,3,1,0,0,0,1,1,0,No,Chosen
MA,2601,26,19,5,34,27,61,3,1,0,0,2,0,0,0,No,Chosen
NY,11235,112,13,5,39,16,55,3,1,0,1,0,0,0,1,No,Chosen
CT,6484,64,11,5,35,19,54,3,0,0,3,0,0,0,0,No,Chosen
PA,15236,152,19,5,40,6,46,3,0,1,0,0,1,1,0,No,Chosen
PA,19406,194,7,5,25,304,329,2,0,1,1,0,0,0,0,No,Chosen
NJ,8610,86,7,5,25,304,329,2,0,0,2,0,0,0,0,No,Chosen
NY,11691,116,9,5,28,300,328,2,0,0,0,0,1,1,0,Yes,Chosen
NJ,7208,72,11,5,26,302,328,2,1,0,0,1,0,0,0,No,Chosen
NY,10469,104,9,5,28,300,328,2,0,0,0,0,1,1,0,No,Chosen
MA,2746,27,13,5,24,304,328,2,1,1,0,0,0,0,0,No,Chosen
PA,15217,152,13,5,23,304,327,2,2,0,0,0,0,0,0,No,Chosen
NY,12211,122,7,5,29,298,327,2,0,0,1,0,0,0,1,Yes,Chosen
NJ,8010,80,9,5,25,301,326,2,0,0,2,0,0,0,0,Yes,Chosen
MA,1749,17,11,5,29,297,326,2,1,0,0,0,0,0,1,No,Chosen
MD,20904,209,11,5,28,298,326,2,0,0,1,0,0,1,0,Yes,Chosen
NY,11208,112,9,5,26,299,325,2,0,1,0,1,0,0,0,No,Chosen
NH,3053,30,11,5,27,298,325,2,0,0,1,0,1,0,0,No,Chosen
DE,19713,197,7,5,25,300,325,2,0,1,1,0,0,0,0,No,Chosen
MD,20772,207,13,5,27,297,324,2,1,0,0,0,1,0,0,No,Chosen
MD,21040,210,9,5,28,295,323,2,0,0,0,0,1,1,0,Yes,Chosen
PA,16148,161,13,5,26,297,323,2,0,0,1,1,0,0,0,No,Chosen
NY,12205,122,13,5,28,293,321,2,0,0,1,0,0,1,0,No,Chosen
NY,10304,103,9,5,28,293,321,2,0,0,0,1,0,1,0,No,Chosen
NY,11030,110,7,5,25,296,321,2,0,1,1,0,0,0,0,No,Chosen
NY,10977,109,7,5,26,295,321,2,0,0,1,1,0,0,0,No,Chosen
NY,11710,117,13,5,29,292,321,2,0,0,0,0,1,0,1,No,Chosen
NJ,7028,70,7,5,27,293,320,2,0,0,1,0,1,0,0,No,Chosen
NY,10306,103,11,5,25,295,320,2,0,1,1,0,0,0,0,No,Chosen
PA,19072,190,7,5,29,291,320,2,0,0,1,0,0,0,1,No,Chosen
MA,2180,21,7,5,25,295,320,2,0,1,1,0,0,0,0,No,Chosen
MA,2332,23,7,5,29,290,319,2,0,0,0,0,0,0,2,No,Chosen
RI,2914,29,11,5,25,294,319,2,1,0,1,0,0,0,0,No,Chosen
CT,6443,64,11,5,27,292,319,2,0,0,1,0,1,0,0,No,Chosen
NY,10989,109,13,5,29,290,319,2,0,0,0,1,0,0,1,No,Chosen
PA,16105,161,13,5,29,290,319,2,0,1,0,0,0,0,1,Yes,Chosen
PA,19004,190,13,5,29,289,318,2,1,0,0,0,0,0,1,No,Chosen
MD,20904,209,13,5,26,292,318,2,1,0,0,1,0,0,0,No,Chosen
NJ,7718,77,13,5,23,295,318,2,2,0,0,0,0,0,0,No,Chosen
PA,16511,165,9,5,25,293,318,2,0,0,2,0,0,0,0,No,Chosen
MA,2360,23,7,5,29,289,318,2,0,0,0,0,0,1,1,No,Chosen
NY,10032,100,7,5,25,293,318,2,0,1,1,0,0,0,0,No,Chosen
MD,21228,212,11,5,28,290,318,2,1,0,0,0,0,1,0,No,Chosen
MD,20622,206,7,5,24,293,317,2,1,1,0,0,0,0,0,No,Chosen
PA,19094,190,11,5,24,293,317,2,0,2,0,0,0,0,0,No,Chosen
NY,13413,134,11,5,26,288,314,2,0,1,0,1,0,0,0,No,Chosen
NY,10520,105,9,5,25,289,314,2,1,0,1,0,0,0,0,No,Chosen
NJ,7470,74,9,5,28,285,313,2,0,0,0,0,1,1,0,No,Chosen
NY,11566,115,13,5,23,290,313,2,2,0,0,0,0,0,0,No,Chosen
NY,11954,119,7,5,25,288,313,2,0,0,2,0,0,0,0,No,Chosen
NJ,8402,84,7,5,29,283,312,2,1,0,0,0,0,0,1,No,Chosen
ME,4862,48,11,5,24,288,312,2,1,1,0,0,0,0,0,No,Chosen
NJ,7751,77,13,5,29,283,312,2,0,0,0,1,0,0,1,No,Chosen
MA,2702,27,9,5,26,285,311,2,0,1,0,1,0,0,0,No,Chosen
NY,11213,112,9,5,28,282,310,2,1,0,0,0,0,1,0,No,Chosen
MA,2553,25,7,5,23,286,309,2,2,0,0,0,0,0,0,No,Chosen
PA,19508,195,9,5,23,286,309,2,2,0,0,0,0,0,0,No,Chosen
NY,10530,105,13,5,29,280,309,2,0,0,1,0,0,0,1,No,Chosen
NY,11413,114,7,5,29,279,308,2,0,1,0,0,0,0,1,No,Chosen
PA,19032,190,13,5,29,279,308,2,0,0,0,0,1,0,1,Yes,Chosen
RI,2864,28,9,5,27,281,308,2,0,0,1,0,1,0,0,No,Chosen
NY,13413,134,11,5,28,280,308,2,0,0,1,0,0,1,0,No,Chosen
NJ,8081,80,9,5,27,280,307,2,0,1,0,0,1,0,0,No,Chosen
NJ,7642,76,11,5,25,282,307,2,1,0,1,0,0,0,0,No,Chosen
NY,11030,110,11,5,24,282,306,2,1,1,0,0,0,0,0,No,Chosen
NY,11762,117,9,5,28,278,306,2,0,0,1,0,0,1,0,No,Chosen
NJ,8757,87,7,5,24,280,304,2,1,1,0,0,0,0,0,No,Chosen
MA,2072,20,13,5,25,279,304,2,0,1,1,0,0,0,0,No,Chosen
NY,11236,112,9,5,26,277,303,2,0,0,1,1,0,0,0,No,Chosen
NY,10022,100,9,5,29,274,303,2,1,0,0,0,0,0,1,No,Chosen
PA,19064,190,7,5,24,278,302,2,1,1,0,0,0,0,0,No,Chosen
NY,11231,112,9,5,27,275,302,2,0,0,1,0,1,0,0,No,Chosen
PA,19115,191,9,5,28,272,300,2,0,0,1,0,0,1,0,No,Chosen
NJ,7046,70,7,5,26,274,300,2,0,0,1,1,0,0,0,No,Chosen
NJ,8854,88,11,5,28,272,300,2,0,1,0,0,0,1,0,Yes,Chosen
NY,11787,117,7,5,23,276,299,2,2,0,0,0,0,0,0,No,Chosen
MA,2067,20,7,5,25,274,299,2,0,0,2,0,0,0,0,No,Chosen
NY,11040,110,9,5,24,275,299,2,1,1,0,0,0,0,0,Yes,Chosen
MD,21228,212,9,5,26,273,299,2,0,0,1,1,0,0,0,No,Chosen
NY,14301,143,11,5,25,274,299,2,1,0,1,0,0,0,0,No,Chosen
NY,11530,115,9,5,27,271,298,2,0,0,1,0,1,0,0,No,Chosen
NY,11741,117,9,5,23,275,298,2,2,0,0,0,0,0,0,No,Chosen
NJ,8033,80,13,5,27,271,298,2,0,0,1,0,1,0,0,No,Chosen
DE,19901,199,7,5,27,270,297,2,0,1,0,0,1,0,0,No,Chosen
NY,12534,125,11,5,29,267,296,2,0,1,0,0,0,0,1,No,Chosen
